Object,RA,DEC,DateObs,setting,WaveMin,WaveMax,Filename
HD 61827,114.955604,-32.57787,2018-03-24T23:55:09.985,346,3702.3,3760.0,/HD61827/BLUE_346/HD61827_w346_blue_20180324_O28.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:09.985,346,3732.2,3790.3,/HD61827/BLUE_346/HD61827_w346_blue_20180324_O29.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:10:27.220,346,3615.5,3671.9,/HD61827/BLUE_346/HD61827_w346_blue_20180325_O25.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:10:27.220,346,3559.8,3615.4,/HD61827/BLUE_346/HD61827_w346_blue_20180325_O23.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:09.985,346,3672.9,3730.1,/HD61827/BLUE_346/HD61827_w346_blue_20180324_O27.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:09.985,346,3532.7,3587.8,/HD61827/BLUE_346/HD61827_w346_blue_20180324_O22.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:09.985,346,3044.2,3092.2,/HD61827/BLUE_346/HD61827_w346_blue_20180324_O1.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:10:27.220,346,3147.8,3197.4,/HD61827/BLUE_346/HD61827_w346_blue_20180325_O6.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:09.985,346,3824.8,3884.3,/HD61827/BLUE_346/HD61827_w346_blue_20180324_O32.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:09.985,346,3329.2,3381.3,/HD61827/BLUE_346/HD61827_w346_blue_20180324_O14.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:10:27.220,346,3672.9,3730.1,/HD61827/BLUE_346/HD61827_w346_blue_20180325_O27.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:10:27.220,346,3236.0,3286.8,/HD61827/BLUE_346/HD61827_w346_blue_20180325_O10.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:09.985,346,3377.8,3430.7,/HD61827/BLUE_346/HD61827_w346_blue_20180324_O16.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:10:27.220,346,3329.2,3381.3,/HD61827/BLUE_346/HD61827_w346_blue_20180325_O14.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:10:27.220,346,3191.3,3241.5,/HD61827/BLUE_346/HD61827_w346_blue_20180325_O8.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:10:27.220,346,3644.0,3700.8,/HD61827/BLUE_346/HD61827_w346_blue_20180325_O26.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:09.985,346,3236.0,3286.8,/HD61827/BLUE_346/HD61827_w346_blue_20180324_O10.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:10:27.220,346,3427.9,3481.5,/HD61827/BLUE_346/HD61827_w346_blue_20180325_O18.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:09.985,346,3024.2,3072.0,/HD61827/BLUE_346/HD61827_w346_blue_20180324_O0.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:09.985,346,3353.3,3405.8,/HD61827/BLUE_346/HD61827_w346_blue_20180324_O15.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:09.985,346,3587.5,3643.4,/HD61827/BLUE_346/HD61827_w346_blue_20180324_O24.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:09.985,346,3402.7,3455.9,/HD61827/BLUE_346/HD61827_w346_blue_20180324_O17.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:10:27.220,346,3532.7,3587.8,/HD61827/BLUE_346/HD61827_w346_blue_20180325_O22.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:09.985,346,3064.4,3112.7,/HD61827/BLUE_346/HD61827_w346_blue_20180324_O2.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:09.985,346,3305.4,3357.2,/HD61827/BLUE_346/HD61827_w346_blue_20180324_O13.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:09.985,346,3762.6,3821.1,/HD61827/BLUE_346/HD61827_w346_blue_20180324_O30.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:10:27.220,346,3587.5,3643.4,/HD61827/BLUE_346/HD61827_w346_blue_20180325_O24.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:09.985,346,3213.5,3264.0,/HD61827/BLUE_346/HD61827_w346_blue_20180324_O9.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:10:27.220,346,3169.4,3219.3,/HD61827/BLUE_346/HD61827_w346_blue_20180325_O7.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:10:27.220,346,3258.8,3309.9,/HD61827/BLUE_346/HD61827_w346_blue_20180325_O11.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:10:27.220,346,3213.5,3264.0,/HD61827/BLUE_346/HD61827_w346_blue_20180325_O9.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:09.985,346,3793.4,3852.4,/HD61827/BLUE_346/HD61827_w346_blue_20180324_O31.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:09.985,346,3479.5,3533.8,/HD61827/BLUE_346/HD61827_w346_blue_20180324_O20.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:10:27.220,346,3732.2,3790.3,/HD61827/BLUE_346/HD61827_w346_blue_20180325_O29.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:09.985,346,3105.6,3154.5,/HD61827/BLUE_346/HD61827_w346_blue_20180324_O4.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:10:27.220,346,3479.5,3533.8,/HD61827/BLUE_346/HD61827_w346_blue_20180325_O20.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:09.985,346,3559.9,3615.4,/HD61827/BLUE_346/HD61827_w346_blue_20180324_O23.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:09.985,346,3615.5,3671.9,/HD61827/BLUE_346/HD61827_w346_blue_20180324_O25.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:10:27.220,346,3402.7,3455.9,/HD61827/BLUE_346/HD61827_w346_blue_20180325_O17.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:10:27.220,346,3377.8,3430.7,/HD61827/BLUE_346/HD61827_w346_blue_20180325_O16.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:09.985,346,3126.6,3175.8,/HD61827/BLUE_346/HD61827_w346_blue_20180324_O5.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:10:27.220,346,3353.3,3405.8,/HD61827/BLUE_346/HD61827_w346_blue_20180325_O15.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:09.985,346,3281.9,3333.4,/HD61827/BLUE_346/HD61827_w346_blue_20180324_O12.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:09.985,346,3427.9,3481.5,/HD61827/BLUE_346/HD61827_w346_blue_20180324_O18.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:10:27.220,346,3453.5,3507.5,/HD61827/BLUE_346/HD61827_w346_blue_20180325_O19.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:10:27.220,346,3064.3,3112.7,/HD61827/BLUE_346/HD61827_w346_blue_20180325_O2.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:10:27.220,346,3126.6,3175.8,/HD61827/BLUE_346/HD61827_w346_blue_20180325_O5.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:09.985,346,3258.8,3309.9,/HD61827/BLUE_346/HD61827_w346_blue_20180324_O11.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:10:27.220,346,3281.9,3333.4,/HD61827/BLUE_346/HD61827_w346_blue_20180325_O12.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:09.985,346,3084.8,3133.4,/HD61827/BLUE_346/HD61827_w346_blue_20180324_O3.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:09.985,346,3147.9,3197.4,/HD61827/BLUE_346/HD61827_w346_blue_20180324_O6.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:10:27.220,346,3824.8,3884.3,/HD61827/BLUE_346/HD61827_w346_blue_20180325_O32.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:10:27.220,346,3024.2,3072.0,/HD61827/BLUE_346/HD61827_w346_blue_20180325_O0.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:10:27.220,346,3702.3,3760.0,/HD61827/BLUE_346/HD61827_w346_blue_20180325_O28.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,5707.8,5803.8,/HD61827/RED_564/HD61827_w564_redu_20180324_O2.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,5084.0,5170.1,/HD61827/RED_564/HD61827_w564_redl_20180325_O14.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,5401.9,5493.1,/HD61827/RED_564/HD61827_w564_redl_20180324_O21.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,5990.5,6091.0,/HD61827/RED_564/HD61827_w564_redu_20180324_O7.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,4689.7,4769.5,/HD61827/RED_564/HD61827_w564_redl_20180325_O4.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,5762.2,5859.1,/HD61827/RED_564/HD61827_w564_redu_20180324_O3.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,5500.2,5592.9,/HD61827/RED_564/HD61827_w564_redl_20180324_O23.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,6576.7,6686.5,/HD61827/RED_564/HD61827_w564_redu_20180325_O16.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,5215.6,5303.7,/HD61827/RED_564/HD61827_w564_redl_20180325_O17.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,4763.6,4844.5,/HD61827/RED_564/HD61827_w564_redl_20180325_O6.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,4583.1,4661.1,/HD61827/RED_564/HD61827_w564_redl_20180324_O1.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,5041.6,5127.0,/HD61827/RED_564/HD61827_w564_redl_20180324_O13.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,6173.9,6277.3,/HD61827/RED_564/HD61827_w564_redu_20180325_O10.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,5990.5,6091.0,/HD61827/RED_564/HD61827_w564_redu_20180325_O7.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,6368.9,6475.4,/HD61827/RED_564/HD61827_w564_redu_20180325_O13.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,5550.7,5644.2,/HD61827/RED_564/HD61827_w564_redl_20180324_O24.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,5084.0,5170.1,/HD61827/RED_564/HD61827_w564_redl_20180324_O14.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,4878.9,4961.7,/HD61827/RED_564/HD61827_w564_redl_20180325_O9.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,5261.0,5349.8,/HD61827/RED_564/HD61827_w564_redl_20180325_O18.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,5874.1,5972.8,/HD61827/RED_564/HD61827_w564_redu_20180324_O5.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,6436.7,6544.3,/HD61827/RED_564/HD61827_w564_redu_20180325_O14.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,4959.0,5043.0,/HD61827/RED_564/HD61827_w564_redl_20180325_O11.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,4918.6,5002.0,/HD61827/RED_564/HD61827_w564_redl_20180325_O10.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,5707.8,5803.8,/HD61827/RED_564/HD61827_w564_redu_20180325_O2.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,6237.5,6342.0,/HD61827/RED_564/HD61827_w564_redu_20180325_O11.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,5041.6,5127.0,/HD61827/RED_564/HD61827_w564_redl_20180325_O13.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,4918.6,5002.0,/HD61827/RED_564/HD61827_w564_redl_20180324_O10.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,4726.4,4806.7,/HD61827/RED_564/HD61827_w564_redl_20180325_O5.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,6436.7,6544.3,/HD61827/RED_564/HD61827_w564_redu_20180324_O14.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,4801.4,4883.0,/HD61827/RED_564/HD61827_w564_redl_20180324_O7.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,4689.7,4769.5,/HD61827/RED_564/HD61827_w564_redl_20180324_O4.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,6302.5,6408.0,/HD61827/RED_564/HD61827_w564_redu_20180325_O12.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,5000.0,5084.7,/HD61827/RED_564/HD61827_w564_redl_20180325_O12.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,5127.1,5213.9,/HD61827/RED_564/HD61827_w564_redl_20180324_O15.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,5550.7,5644.2,/HD61827/RED_564/HD61827_w564_redl_20180325_O24.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,4878.9,4961.7,/HD61827/RED_564/HD61827_w564_redl_20180324_O9.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,5354.1,5444.5,/HD61827/RED_564/HD61827_w564_redl_20180325_O20.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,5500.2,5592.9,/HD61827/RED_564/HD61827_w564_redl_20180325_O23.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,4726.4,4806.7,/HD61827/RED_564/HD61827_w564_redl_20180324_O5.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,6302.5,6408.0,/HD61827/RED_564/HD61827_w564_redu_20180324_O12.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,4618.1,4696.7,/HD61827/RED_564/HD61827_w564_redl_20180324_O2.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,4839.9,4922.0,/HD61827/RED_564/HD61827_w564_redl_20180325_O8.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,6050.4,6151.9,/HD61827/RED_564/HD61827_w564_redu_20180325_O8.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,6111.5,6214.0,/HD61827/RED_564/HD61827_w564_redu_20180325_O9.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,4618.1,4696.7,/HD61827/RED_564/HD61827_w564_redl_20180325_O2.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,6173.9,6277.3,/HD61827/RED_564/HD61827_w564_redu_20180324_O10.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,5654.5,5749.6,/HD61827/RED_564/HD61827_w564_redu_20180325_O1.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,4653.6,4732.8,/HD61827/RED_564/HD61827_w564_redl_20180325_O3.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,5931.7,6031.3,/HD61827/RED_564/HD61827_w564_redu_20180325_O6.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,5817.6,5915.4,/HD61827/RED_564/HD61827_w564_redu_20180324_O4.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,4839.9,4922.0,/HD61827/RED_564/HD61827_w564_redl_20180324_O8.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,5307.1,5396.8,/HD61827/RED_564/HD61827_w564_redl_20180325_O19.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,5171.0,5258.4,/HD61827/RED_564/HD61827_w564_redl_20180324_O16.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,6050.4,6151.9,/HD61827/RED_564/HD61827_w564_redu_20180324_O8.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,6576.7,6686.4,/HD61827/RED_564/HD61827_w564_redu_20180324_O16.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,5654.5,5749.6,/HD61827/RED_564/HD61827_w564_redu_20180324_O1.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,6111.5,6214.0,/HD61827/RED_564/HD61827_w564_redu_20180324_O9.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,4959.0,5043.0,/HD61827/RED_564/HD61827_w564_redl_20180324_O11.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,4801.4,4883.0,/HD61827/RED_564/HD61827_w564_redl_20180325_O7.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,5000.0,5084.7,/HD61827/RED_564/HD61827_w564_redl_20180324_O12.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,5127.1,5213.9,/HD61827/RED_564/HD61827_w564_redl_20180325_O15.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,5401.9,5493.1,/HD61827/RED_564/HD61827_w564_redl_20180325_O21.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,5762.2,5859.1,/HD61827/RED_564/HD61827_w564_redu_20180325_O3.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,5817.6,5915.4,/HD61827/RED_564/HD61827_w564_redu_20180325_O4.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,5354.1,5444.5,/HD61827/RED_564/HD61827_w564_redl_20180324_O20.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,4583.1,4661.1,/HD61827/RED_564/HD61827_w564_redl_20180325_O1.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,5450.6,5542.6,/HD61827/RED_564/HD61827_w564_redl_20180325_O22.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,5261.0,5349.8,/HD61827/RED_564/HD61827_w564_redl_20180324_O18.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,5450.6,5542.6,/HD61827/RED_564/HD61827_w564_redl_20180324_O22.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,6506.0,6614.6,/HD61827/RED_564/HD61827_w564_redu_20180325_O15.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,4763.6,4844.5,/HD61827/RED_564/HD61827_w564_redl_20180324_O6.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,4653.6,4732.8,/HD61827/RED_564/HD61827_w564_redl_20180324_O3.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,5171.0,5258.4,/HD61827/RED_564/HD61827_w564_redl_20180325_O16.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,5307.1,5396.8,/HD61827/RED_564/HD61827_w564_redl_20180324_O19.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,6506.0,6614.6,/HD61827/RED_564/HD61827_w564_redu_20180324_O15.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,6237.6,6342.0,/HD61827/RED_564/HD61827_w564_redu_20180324_O11.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,5215.6,5303.7,/HD61827/RED_564/HD61827_w564_redl_20180324_O17.fits
HD 61827,114.955657,-32.57789,2018-03-25T01:27:47.691,564,5874.1,5972.8,/HD61827/RED_564/HD61827_w564_redu_20180325_O5.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,5931.7,6031.3,/HD61827/RED_564/HD61827_w564_redu_20180324_O6.fits
HD 61827,114.955604,-32.57787,2018-03-24T23:55:05.965,564,6368.9,6475.4,/HD61827/RED_564/HD61827_w564_redu_20180324_O13.fits
HD 61827,114.955452,-32.5785,2018-03-17T02:46:42.533,437,4207.4,4272.5,/HD61827/BLUE_437/HD61827_w437_blue_20180317_O15.fits
HD 61827,114.955452,-32.5785,2018-03-17T02:46:42.533,437,3732.1,3790.2,/HD61827/BLUE_437/HD61827_w437_blue_20180317_O1.fits
HD 61827,114.955452,-32.5785,2018-03-17T02:46:42.533,437,4095.6,4159.1,/HD61827/BLUE_437/HD61827_w437_blue_20180317_O12.fits
HD 61827,114.955452,-32.5785,2018-03-17T02:46:42.533,437,4407.8,4476.0,/HD61827/BLUE_437/HD61827_w437_blue_20180317_O20.fits
HD 61827,114.955452,-32.5785,2018-03-17T02:46:42.533,437,3989.6,4051.6,/HD61827/BLUE_437/HD61827_w437_blue_20180317_O9.fits
HD 61827,114.955452,-32.5785,2018-03-17T02:46:42.533,437,4871.9,4947.1,/HD61827/BLUE_437/HD61827_w437_blue_20180317_O30.fits
HD 61827,114.955452,-32.5785,2018-03-17T02:46:42.533,437,4771.4,4845.1,/HD61827/BLUE_437/HD61827_w437_blue_20180317_O28.fits
HD 61827,114.955452,-32.5785,2018-03-17T02:46:42.533,437,4024.3,4086.8,/HD61827/BLUE_437/HD61827_w437_blue_20180317_O10.fits
HD 61827,114.955452,-32.5785,2018-03-17T02:46:42.533,437,3824.7,3884.2,/HD61827/BLUE_437/HD61827_w437_blue_20180317_O4.fits
HD 61827,114.955452,-32.5785,2018-03-17T02:46:42.533,437,4582.4,4653.2,/HD61827/BLUE_437/HD61827_w437_blue_20180317_O24.fits
HD 61827,114.955452,-32.5785,2018-03-17T02:46:42.533,437,4132.2,4196.2,/HD61827/BLUE_437/HD61827_w437_blue_20180317_O13.fits
HD 61827,114.955452,-32.5785,2018-03-17T02:46:42.533,437,4537.5,4607.6,/HD61827/BLUE_437/HD61827_w437_blue_20180317_O23.fits
HD 61827,114.955452,-32.5785,2018-03-17T02:46:42.533,437,4450.2,4519.0,/HD61827/BLUE_437/HD61827_w437_blue_20180317_O21.fits
HD 61827,114.955452,-32.5785,2018-03-17T02:46:42.533,437,4325.4,4392.3,/HD61827/BLUE_437/HD61827_w437_blue_20180317_O18.fits
HD 61827,114.955452,-32.5785,2018-03-17T02:46:42.533,437,3856.6,3916.6,/HD61827/BLUE_437/HD61827_w437_blue_20180317_O5.fits
HD 61827,114.955452,-32.5785,2018-03-17T02:46:42.533,437,3889.0,3949.5,/HD61827/BLUE_437/HD61827_w437_blue_20180317_O6.fits
HD 61827,114.955452,-32.5785,2018-03-17T02:46:42.533,437,4675.0,4747.2,/HD61827/BLUE_437/HD61827_w437_blue_20180317_O26.fits
HD 61827,114.955452,-32.5785,2018-03-17T02:46:42.533,437,4169.4,4234.0,/HD61827/BLUE_437/HD61827_w437_blue_20180317_O14.fits
HD 61827,114.955452,-32.5785,2018-03-17T02:46:42.533,437,4821.1,4895.5,/HD61827/BLUE_437/HD61827_w437_blue_20180317_O29.fits
HD 61827,114.955452,-32.5785,2018-03-17T02:46:42.533,437,4246.0,4311.7,/HD61827/BLUE_437/HD61827_w437_blue_20180317_O16.fits
HD 61827,114.955452,-32.5785,2018-03-17T02:46:42.533,437,4493.4,4562.9,/HD61827/BLUE_437/HD61827_w437_blue_20180317_O22.fits
HD 61827,114.955452,-32.5785,2018-03-17T02:46:42.533,437,3922.0,3982.9,/HD61827/BLUE_437/HD61827_w437_blue_20180317_O7.fits
HD 61827,114.955452,-32.5785,2018-03-17T02:46:42.533,437,4059.7,4122.6,/HD61827/BLUE_437/HD61827_w437_blue_20180317_O11.fits
HD 61827,114.955452,-32.5785,2018-03-17T02:46:42.533,437,4628.2,4699.7,/HD61827/BLUE_437/HD61827_w437_blue_20180317_O25.fits
HD 61827,114.955452,-32.5785,2018-03-17T02:46:42.533,437,3955.5,4017.0,/HD61827/BLUE_437/HD61827_w437_blue_20180317_O8.fits
HD 61827,114.955452,-32.5785,2018-03-17T02:46:42.533,437,3762.5,3821.0,/HD61827/BLUE_437/HD61827_w437_blue_20180317_O2.fits
HD 61827,114.955452,-32.5785,2018-03-17T02:46:42.533,437,3793.3,3852.4,/HD61827/BLUE_437/HD61827_w437_blue_20180317_O3.fits
HD 61827,114.955452,-32.5785,2018-03-17T02:46:42.533,437,4366.2,4433.7,/HD61827/BLUE_437/HD61827_w437_blue_20180317_O19.fits
HD 61827,114.955452,-32.5785,2018-03-17T02:46:42.533,437,4722.7,4795.6,/HD61827/BLUE_437/HD61827_w437_blue_20180317_O27.fits
HD 61827,114.955452,-32.5785,2018-03-17T02:46:42.533,437,4923.7,4999.7,/HD61827/BLUE_437/HD61827_w437_blue_20180317_O31.fits
HD 61827,114.955452,-32.5785,2018-03-17T02:46:42.533,437,4285.3,4351.6,/HD61827/BLUE_437/HD61827_w437_blue_20180317_O17.fits
HD 61827,114.955441,-32.57851,2018-03-17T02:00:31.578,860,8177.7,8313.4,/HD61827/RED_860/HD61827_w860_redl_20180317_O18.fits
HD 61827,114.955441,-32.57851,2018-03-17T02:00:31.578,860,7036.5,7153.5,/HD61827/RED_860/HD61827_w860_redl_20180317_O6.fits
HD 61827,114.955441,-32.57851,2018-03-17T02:00:31.578,860,7564.3,7689.9,/HD61827/RED_860/HD61827_w860_redl_20180317_O12.fits
HD 61827,114.955441,-32.57851,2018-03-17T02:00:31.578,860,8068.6,8202.5,/HD61827/RED_860/HD61827_w860_redl_20180317_O17.fits
HD 61827,114.955441,-32.57851,2018-03-17T02:00:31.578,860,7859.0,7989.5,/HD61827/RED_860/HD61827_w860_redl_20180317_O15.fits
HD 61827,114.955441,-32.57851,2018-03-17T02:00:31.578,860,8404.9,8544.2,/HD61827/RED_860/HD61827_w860_redl_20180317_O20.fits
HD 61827,114.955441,-32.57851,2018-03-17T02:00:31.578,860,7758.3,7887.1,/HD61827/RED_860/HD61827_w860_redl_20180317_O14.fits
HD 61827,114.955441,-32.57851,2018-03-17T02:00:31.578,860,6649.9,6760.5,/HD61827/RED_860/HD61827_w860_redl_20180317_O1.fits
HD 61827,114.955441,-32.57851,2018-03-17T02:00:31.578,860,7119.3,7237.6,/HD61827/RED_860/HD61827_w860_redl_20180317_O7.fits
HD 61827,114.955441,-32.57851,2018-03-17T02:00:31.578,860,6955.6,7071.3,/HD61827/RED_860/HD61827_w860_redl_20180317_O5.fits
HD 61827,114.955441,-32.57851,2018-03-17T02:00:31.578,860,9920.6,10084.5,/HD61827/RED_860/HD61827_w860_redu_20180317_O11.fits
HD 61827,114.955441,-32.57851,2018-03-17T02:00:31.578,860,6723.7,6835.6,/HD61827/RED_860/HD61827_w860_redl_20180317_O2.fits
HD 61827,114.955441,-32.57851,2018-03-17T02:00:31.578,860,8899.3,9046.7,/HD61827/RED_860/HD61827_w860_redu_20180317_O4.fits
HD 61827,114.955441,-32.57851,2018-03-17T02:00:31.578,860,7962.5,8094.6,/HD61827/RED_860/HD61827_w860_redl_20180317_O16.fits
HD 61827,114.955441,-32.57851,2018-03-17T02:00:31.578,860,8523.2,8664.5,/HD61827/RED_860/HD61827_w860_redu_20180317_O1.fits
HD 61827,114.955441,-32.57851,2018-03-17T02:00:31.578,860,7660.0,7787.3,/HD61827/RED_860/HD61827_w860_redl_20180317_O13.fits
